order_id,user_id,order_number,order_dow,order_hour_of_day,days_since_prior_order
940,70381,10,5,10,3.0
941,134625,18,0,7,25.0
942,127773,7,5,16,4.0
943,182179,19,5,18,6.0
944,146752,2,0,11,12.0
945,70421,1,4,10,
946,157339,10,2,16,3.0
947,200800,26,2,13,8.0
948,186227,52,1,13,7.0
949,6141,1,3,21,
950,187854,16,1,11,16.0
951,39039,6,0,7,8.0
952,86669,2,4,17,4.0
953,143108,45,6,12,1.0
954,62287,22,6,15,13.0
955,74315,59,0,20,7.0
956,114097,20,6,15,9.0
957,161508,4,1,10,8.0
958,82288,3,1,23,7.0
959,119941,2,6,13,21.0
960,101021,30,5,18,4.0
961,92385,4,2,14,6.0
962,183334,8,1,8,6.0
963,26481,9,0,19,30.0
964,22986,58,0,11,5.0
965,100993,31,0,21,0.0
966,118986,13,5,16,15.0
967,24508,9,0,16,26.0
968,155209,64,5,17,3.0
969,37701,19,0,8,0.0
970,119437,42,0,8,8.0
971,179837,9,4,10,6.0
972,117174,33,5,13,17.0
973,30997,7,1,7,11.0
974,170580,4,1,14,22.0
975,2822,2,1,15,27.0
976,174934,39,0,18,21.0
977,24034,10,6,17,19.0
978,175330,1,5,16,
979,66509,17,6,13,6.0
980,25503,21,1,17,4.0
981,91324,17,5,13,5.0
982,185136,13,1,20,29.0
983,191170,8,6,8,24.0
984,180098,71,4,21,1.0
985,160167,1,6,21,
986,84549,19,2,11,8.0
987,170433,1,4,9,
988,310,100,2,9,4.0
989,119114,12,0,14,8.0
990,61052,7,4,11,30.0
991,53272,19,5,16,26.0
992,133810,57,0,12,4.0
993,63498,22,0,9,13.0
994,132836,22,5,16,30.0
995,192550,7,1,10,7.0
996,132877,1,1,15,
997,65939,9,1,13,15.0
998,51603,10,0,17,15.0
999,71917,23,6,14,6.0
1000,49841,7,1,17,5.0
1001,47475,15,4,16,7.0
1002,95296,62,2,12,4.0
1003,123635,24,2,19,6.0
1004,88278,3,3,13,8.0
1005,108796,11,2,14,6.0
1006,67459,10,3,16,30.0
1007,22926,9,1,16,13.0
1008,22285,7,5,16,11.0
1009,119028,11,3,15,3.0
1010,20038,10,4,14,6.0
1011,187364,6,1,15,21.0
1012,46454,8,0,18,0.0
1013,118749,5,3,15,9.0
1014,29482,23,0,7,12.0
1015,114701,16,0,14,7.0
1016,26337,32,4,13,3.0
1017,64475,4,1,17,7.0
1018,134226,13,2,16,20.0
1019,136972,13,1,9,9.0
1020,92843,12,1,17,4.0
1021,19933,23,3,11,6.0
1022,61516,40,0,12,8.0
1023,80701,6,1,6,2.0
1024,49413,44,5,16,3.0
1025,203202,1,1,16,
1026,176704,36,4,10,6.0
1027,3357,4,6,18,7.0
1028,141075,51,1,8,4.0
1029,171677,2,5,22,7.0
1030,32227,16,6,12,6.0
1031,36181,5,1,19,6.0
1032,164808,18,1,15,30.0
1033,192444,54,4,14,4.0
1034,151837,4,6,7,9.0
1035,50620,7,5,10,10.0
1036,8547,3,0,12,30.0
1037,54482,4,4,12,4.0
1038,14857,18,1,13,13.0
1039,60528,8,5,18,2.0
1040,61895,46,1,7,4.0
1041,144897,28,4,11,10.0
1042,16111,10,1,17,30.0
1043,204335,5,0,16,30.0
1044,133484,2,3,9,14.0
1045,115788,21,1,19,2.0
1046,199182,2,0,12,30.0
1047,102989,26,4,22,3.0
1048,25873,18,5,0,4.0
1049,141585,9,1,20,10.0
1050,65532,32,3,8,12.0
1051,7743,6,0,15,13.0
1052,2262,15,0,19,3.0
1053,178686,39,2,18,4.0
1054,83602,3,4,13,10.0
1055,13127,22,5,20,6.0
1056,36992,11,5,14,30.0
1057,196331,37,0,16,1.0
1058,197113,4,3,9,29.0
1059,161928,25,4,1,1.0
1060,113344,2,4,10,7.0
1061,14868,81,0,11,1.0
1062,155757,3,4,13,8.0
1063,20216,30,1,14,10.0
1064,140753,73,5,11,1.0
1065,41498,4,1,10,14.0
1066,94859,5,1,9,2.0
1067,24305,4,5,12,5.0
1068,25993,22,1,16,13.0
1069,200013,51,1,15,6.0
1070,82320,17,0,12,1.0
1071,98027,5,0,12,13.0
1072,94499,16,1,20,4.0
1073,42550,10,6,9,11.0
1074,73862,4,6,15,30.0
1075,104725,2,3,0,30.0
1076,202347,44,2,11,4.0
1077,173934,11,6,9,10.0
1078,12670,36,5,14,2.0
1079,5692,3,1,19,3.0
1080,165704,15,0,11,4.0
1081,181563,8,0,8,11.0
1082,14777,12,1,17,7.0
1083,107844,5,0,9,6.0
1084,131593,41,0,12,7.0
1085,55911,1,6,16,
1086,80403,40,3,15,12.0
1087,174133,9,3,18,27.0
1088,63293,8,0,11,7.0
1089,6467,7,4,9,4.0
1090,37618,13,4,14,4.0
1091,176408,11,0,16,7.0
1092,129247,88,3,11,3.0
1093,13326,10,3,16,3.0
1094,68325,14,6,15,9.0
1095,51753,27,1,13,12.0
1096,13596,4,6,13,7.0
1097,30502,5,4,0,8.0
1098,110045,23,5,15,6.0
1099,199528,10,0,17,4.0
1100,122937,7,6,22,12.0
1101,203271,11,3,7,4.0
1102,108891,16,3,12,2.0
1103,1263,9,1,13,4.0
1104,112717,7,1,11,7.0
1105,76173,3,6,9,6.0
1106,69483,54,6,17,2.0
1107,38259,2,1,11,7.0
1108,14437,23,5,16,2.0
1109,46701,8,4,9,4.0
1110,106082,17,2,14,13.0
1111,125205,12,0,9,6.0
1112,127160,26,1,20,7.0
1113,111083,1,3,20,
1114,52459,20,3,10,8.0
1115,168014,15,6,14,30.0
1116,13337,11,0,17,1.0
1117,150553,4,2,13,20.0
1118,14043,5,2,19,14.0
1119,129386,7,1,14,17.0
1120,119791,9,0,8,30.0
1121,84047,68,4,22,7.0
1122,80261,5,2,9,9.0
1123,163333,10,2,9,8.0
1124,51359,3,0,12,18.0
1125,138241,2,4,12,3.0
1126,43502,28,3,11,5.0
1127,81669,14,4,14,4.0
1128,106424,5,5,14,30.0
1129,180877,3,1,13,21.0
1130,133088,22,5,13,5.0
1131,69580,21,0,21,30.0
1132,2590,14,3,12,5.0
1133,85829,6,6,2,27.0
1134,47494,13,0,20,1.0
1135,201623,70,2,7,3.0
1136,175771,18,1,16,8.0
1137,77155,4,2,20,9.0
1138,78752,5,3,16,10.0
1139,34221,4,5,7,30.0
1140,131110,8,3,18,23.0
1141,53240,1,5,16,
1142,34005,7,4,12,16.0
1143,79725,11,0,12,30.0
1144,124092,5,2,7,2.0
1145,127134,10,5,9,7.0
1146,79754,11,1,12,5.0
1147,128678,4,0,13,30.0
1148,81628,2,1,10,13.0
1149,60219,25,0,13,5.0
1150,108845,19,0,20,11.0
1151,187873,1,0,1,
1152,186478,5,6,14,30.0
1153,73225,1,6,11,
1154,6418,1,3,14,
1155,103747,22,1,13,12.0
1156,21237,29,3,17,4.0
1157,7404,9,6,12,15.0
1158,27661,16,5,20,7.0
1159,196665,31,0,10,7.0
1160,191063,15,1,16,3.0
1161,89207,7,2,14,30.0
1162,38668,1,0,12,
1163,114666,3,1,12,14.0
1164,140309,3,5,19,6.0
1165,111853,34,5,19,0.0
1166,105479,2,4,9,2.0
1167,86465,9,3,8,7.0
1168,155694,4,2,14,30.0
1169,200005,12,4,12,7.0
1170,113888,16,1,23,9.0
1171,100330,20,1,13,11.0
1172,170987,6,4,14,27.0
1173,20829,9,5,9,21.0
1174,80784,12,2,17,4.0
1175,63409,14,2,10,8.0
1176,172748,55,4,20,3.0
1177,196941,69,5,9,2.0
1178,77725,10,4,14,4.0
1179,45417,6,1,10,7.0
1180,56995,1,1,8,
1181,201081,9,4,16,10.0
1182,126186,7,5,11,17.0
1183,110064,8,6,12,0.0
1184,96952,9,3,13,6.0
1185,112181,1,5,18,
1186,95557,23,4,13,3.0
1187,15447,63,5,11,4.0
1188,59458,20,2,13,8.0
1189,164145,12,4,18,8.0
1190,83869,32,1,12,7.0
1191,166469,2,4,15,30.0
1192,194861,31,0,8,7.0
1193,113928,12,4,21,9.0
1194,26422,7,2,13,20.0
1195,129559,4,6,8,30.0
1196,89379,40,2,12,13.0
1197,69335,3,3,9,30.0
1198,69160,14,2,22,8.0
1199,204652,3,1,16,8.0
1200,38930,6,2,16,2.0
1201,19259,13,0,16,6.0
1202,111802,40,3,19,9.0
1203,166982,5,1,13,21.0
1204,185641,34,6,13,3.0
1205,132844,21,3,10,15.0
1206,53103,12,4,12,4.0
1207,36502,10,0,9,3.0
1208,194615,51,4,9,12.0
1209,142019,14,5,15,17.0
1210,153514,6,5,10,2.0
1211,152029,7,3,10,10.0
1212,41479,8,0,13,8.0
1213,64231,4,3,8,11.0
1214,70910,7,0,11,7.0
1215,150599,3,3,19,7.0
1216,20038,18,0,11,7.0
1217,117203,10,1,15,7.0
1218,18633,14,6,9,11.0
1219,191465,24,2,9,3.0
1220,23475,3,0,17,26.0
1221,97218,16,4,14,5.0
1222,39727,3,1,15,30.0
1223,114503,4,0,14,7.0
1224,104061,23,2,18,11.0
1225,108832,1,4,16,
1226,111926,42,1,8,9.0
1227,147834,96,2,17,3.0
1228,156064,43,1,13,5.0
1229,69588,7,0,13,26.0
1230,21240,22,2,17,6.0
1231,14895,1,1,15,
1232,138638,9,4,16,28.0
1233,121701,19,5,18,11.0
1234,161232,17,6,8,1.0
1235,6362,8,4,20,28.0
1236,37424,4,2,19,30.0
1237,83923,34,3,11,7.0
1238,77115,4,1,11,8.0
1239,72163,6,6,20,30.0
1240,49898,1,2,15,
1241,125220,1,0,12,
1242,78359,17,3,6,5.0
1243,158320,16,2,12,7.0
1244,205990,6,0,17,9.0
1245,101396,4,2,16,30.0
1246,92814,8,3,15,4.0
1247,148375,97,3,7,3.0
1248,15959,9,4,22,30.0
1249,92967,40,0,20,6.0
1250,34535,44,4,14,6.0
1251,80605,29,6,9,4.0
1252,60527,30,0,19,3.0
1253,148510,6,6,17,10.0
1254,152654,7,6,10,3.0
1255,39509,34,4,19,0.0
1256,169792,12,1,12,25.0
1257,163259,8,6,16,15.0
1258,132581,25,4,19,16.0
1259,100859,6,3,18,13.0
1260,38720,81,1,13,1.0
1261,172867,7,5,14,30.0
1262,174680,12,3,19,30.0
1263,85477,5,2,21,30.0
1264,39643,1,0,13,
1265,12016,1,2,21,
1266,193104,30,5,17,26.0
1267,88994,18,4,9,28.0
1268,148618,26,6,8,13.0
1269,163790,16,3,12,30.0
1270,197432,5,5,14,14.0
1271,189408,71,2,10,9.0
1272,179790,36,2,16,9.0
1273,155496,8,5,7,14.0
1274,6482,10,1,19,0.0
1275,10125,5,0,12,30.0
1276,145407,8,1,7,14.0
1277,32227,7,5,16,30.0
1278,78529,2,2,10,6.0
1279,162093,6,4,11,16.0
1280,176046,12,4,9,17.0
1281,73523,7,3,22,0.0
1282,170010,4,6,13,8.0
1283,45006,10,6,11,10.0
1284,114804,32,5,8,6.0
1285,46511,19,6,16,7.0
1286,203218,2,1,12,16.0
1287,163734,8,0,20,30.0
1288,77872,12,3,7,9.0
1289,116573,3,6,17,30.0
1290,157907,31,5,10,10.0
1291,111743,3,5,14,6.0
1292,169988,7,4,19,5.0
1293,10291,27,3,13,12.0
1294,72038,9,6,10,27.0
1295,138586,29,1,13,4.0
1296,135521,5,1,10,30.0
1297,152931,18,2,11,14.0
1298,134604,68,6,11,3.0
1299,46546,21,3,18,5.0
1300,29456,6,4,9,20.0
1301,125432,28,6,12,7.0
1302,159695,9,3,11,7.0
1303,87534,20,1,10,13.0
1304,122717,4,0,10,30.0
1305,60067,28,1,11,11.0
1306,72084,6,4,16,6.0
1307,179610,8,4,15,26.0
1308,79059,1,5,10,
1309,115961,55,3,9,5.0
1310,29697,4,1,12,5.0
1311,67149,6,6,10,30.0
1312,70217,45,1,8,5.0
1313,94499,31,0,16,4.0
1314,9221,22,5,10,1.0
1315,79651,19,4,16,0.0
1316,29227,30,3,15,7.0
1317,174943,5,3,15,30.0
1318,158476,17,5,16,30.0
1319,80745,48,0,16,9.0
1320,66771,11,0,10,7.0
1321,143316,7,2,11,12.0
1322,125652,14,5,17,11.0
1323,174389,16,1,20,11.0
1324,8747,72,4,12,5.0
1325,171686,31,3,17,4.0
1326,17575,8,6,7,30.0
1327,187653,3,4,9,25.0
1328,186493,14,5,10,7.0
1329,45517,1,3,15,
1330,46800,5,6,18,2.0
1331,100835,1,0,10,
1332,125171,29,1,23,0.0
1333,103354,15,3,7,12.0
1334,36783,21,2,13,30.0
1335,96497,100,1,12,4.0
1336,194762,29,5,8,7.0
1337,12918,10,2,13,7.0
1338,144129,13,6,11,24.0
1339,86619,24,1,18,0.0
1340,199892,13,5,12,24.0
1341,90996,43,0,13,0.0
1342,156818,32,3,8,30.0
1343,52751,1,1,20,
1344,37606,13,2,12,4.0
1345,112526,18,4,17,4.0
1346,195762,34,6,13,13.0
1347,173871,4,5,21,21.0
1348,44705,30,6,11,4.0
1349,134597,53,5,14,6.0
1350,71899,6,4,9,10.0
1351,109537,17,6,17,16.0
1352,50436,37,4,17,3.0
1353,167461,15,1,7,10.0
1354,188187,4,4,14,1.0
1355,190207,8,6,13,28.0
1356,122803,3,1,9,30.0
1357,166021,18,6,12,9.0
1358,107575,22,4,12,1.0
1359,13141,35,5,18,9.0
1360,176108,36,2,20,8.0
1361,92817,4,3,10,11.0
1362,68123,8,4,18,16.0
1363,43813,1,2,13,
1364,178395,14,0,20,6.0
1365,43039,7,5,20,25.0
1366,32257,16,2,10,7.0
1367,128559,44,3,19,2.0
1368,190433,40,1,8,1.0
1369,53694,25,6,19,4.0
1370,44922,2,4,17,10.0
1371,60126,34,1,20,7.0
1372,182641,18,0,19,14.0
1373,194440,14,4,9,7.0
1374,139982,1,5,18,
1375,5801,16,1,17,6.0
1376,45746,54,4,9,4.0
1377,118227,29,2,19,1.0
1378,56008,6,1,19,27.0
1379,193796,7,2,17,14.0
1380,204007,5,1,17,22.0
1381,10627,4,6,16,4.0
1382,175765,14,3,13,7.0
1383,164019,5,4,1,30.0
1384,198120,32,3,13,4.0
1385,121055,38,1,11,4.0
1386,9479,3,1,14,13.0
1387,161686,32,5,9,5.0
1388,32317,1,3,10,
1389,82330,1,3,12,
1390,97659,24,0,12,0.0
1391,170261,1,1,7,
1392,174573,16,1,17,6.0
1393,153351,2,2,9,7.0
1394,114413,7,5,22,21.0
1395,98343,10,2,16,9.0
1396,146361,79,6,16,1.0
1397,104508,32,4,17,6.0
1398,94384,72,5,13,1.0
1399,156311,66,3,7,3.0
1400,75362,38,4,15,2.0
1401,86754,5,0,13,21.0
1402,48256,2,6,13,14.0
1403,178298,1,6,13,
1404,112580,31,2,17,9.0
1405,142567,8,4,18,30.0
1406,8018,2,6,18,30.0
1407,189234,5,6,14,29.0
1408,55539,19,6,22,30.0
1409,146361,35,1,16,4.0
1410,93305,16,0,13,17.0
1411,187029,8,0,19,7.0
1412,165375,47,4,15,9.0
1413,75313,9,2,14,8.0
1414,187458,6,0,15,30.0
1415,180454,8,0,17,7.0
1416,100150,3,0,17,7.0
1417,142040,5,0,11,30.0
1418,59789,17,4,9,6.0
1419,59784,6,6,16,8.0
1420,77929,11,1,10,5.0
1421,142664,14,3,12,6.0
1422,58971,32,0,12,10.0
1423,162029,19,3,0,2.0
1424,21469,25,4,16,2.0
1425,2593,4,1,14,7.0
1426,205267,21,5,14,6.0
1427,18981,13,1,13,30.0
1428,71422,4,5,10,7.0
1429,107922,2,0,11,14.0
1430,9615,17,5,10,7.0
1431,10580,8,1,19,1.0
1432,185488,19,6,13,14.0
1433,9063,1,2,19,
1434,127049,24,5,8,3.0
1435,178562,6,6,16,6.0
1436,110273,10,0,13,7.0
1437,85028,33,1,12,30.0
1438,6020,17,6,18,30.0
1439,76205,26,0,12,5.0
1440,82537,71,5,12,2.0
1441,34094,3,3,18,30.0
1442,155567,9,0,22,6.0
1443,183475,6,4,17,3.0
1444,19038,35,1,11,13.0
1445,7983,4,2,20,30.0
1446,169586,24,5,13,0.0
1447,164732,76,4,12,1.0
1448,80879,27,5,13,3.0
1449,55044,8,3,14,9.0
1450,136645,15,3,11,8.0
1451,110141,30,3,8,2.0
1452,72231,16,2,22,15.0
1453,70298,11,1,10,6.0
1454,90856,5,2,17,2.0
1455,31562,3,0,18,21.0
1456,152979,9,5,14,30.0
1457,111984,1,3,13,
1458,2237,10,4,16,18.0
1459,98882,9,3,16,10.0
1460,130694,8,5,9,30.0
1461,39929,31,5,6,6.0
1462,191343,10,2,18,30.0
1463,176646,7,0,14,6.0
1464,138304,33,0,13,7.0
1465,92748,11,3,12,14.0
1466,85283,1,0,12,
1467,109873,1,2,13,
1468,163023,7,0,17,30.0
1469,137342,5,3,18,16.0
1470,96650,10,1,17,7.0
1471,36602,16,1,13,7.0
1472,59796,19,3,7,9.0
1473,31787,5,5,14,30.0
1474,51308,16,2,23,9.0
1475,27642,12,1,16,15.0
1476,172032,18,6,17,30.0
1477,99863,8,2,14,4.0
1478,108771,15,5,16,5.0
1479,42986,2,6,0,7.0
1480,203085,75,0,16,3.0
1481,184048,17,3,12,8.0
1482,149909,21,2,10,7.0
1483,90,31,3,13,5.0
1484,54292,25,5,14,8.0
1485,187589,22,5,20,11.0
1486,94732,2,2,13,30.0
1487,189003,16,4,16,3.0
1488,155478,1,6,18,
1489,102380,4,4,10,14.0
1490,16592,35,2,12,9.0
1491,137989,8,6,20,9.0
1492,120319,3,1,18,30.0
1493,132566,36,1,11,30.0
1494,149859,14,5,22,1.0
1495,16916,1,1,11,
1496,132057,17,1,10,15.0
1497,178918,31,2,12,8.0
1498,27801,40,5,12,6.0
1499,86383,52,2,10,4.0
1500,162652,8,4,12,7.0
1501,37187,5,0,11,30.0
1502,175768,13,0,14,14.0
1503,199594,4,1,14,15.0
1504,22698,29,2,8,8.0
1505,90807,10,0,18,27.0
1506,6344,10,4,14,12.0
1507,102992,3,2,15,7.0
1508,201034,14,4,17,0.0
1509,2335,31,6,19,7.0
1510,168737,4,3,13,5.0
1511,191124,11,5,9,5.0
1512,18327,12,5,19,5.0
1513,145723,7,4,9,10.0
1514,88884,7,2,9,11.0
1515,176736,16,1,18,9.0
1516,195392,23,2,12,7.0
1517,60778,7,5,16,3.0
1518,163322,24,4,16,3.0
1519,114634,13,6,15,5.0
1520,787,29,5,13,12.0
1521,169266,6,3,19,2.0
1522,105601,18,2,10,23.0
1523,11852,2,2,20,21.0
1524,131121,8,6,17,21.0
1525,4477,34,2,10,4.0
1526,43322,1,5,11,
1527,66005,9,0,14,4.0
1528,199969,1,4,7,
1529,175365,41,5,13,3.0
1530,80107,4,0,15,7.0
1531,155246,52,5,0,6.0
1532,37578,3,3,7,14.0
1533,187706,18,1,6,5.0
1534,26727,7,6,8,7.0
1535,40828,22,1,13,3.0
1536,205442,38,5,12,10.0
1537,51227,37,1,11,11.0
1538,74642,51,2,22,6.0
1539,13531,38,6,12,3.0
1540,194440,40,4,9,7.0
1541,85740,3,5,17,3.0
1542,142152,7,6,22,6.0
1543,11496,9,6,17,4.0
1544,196626,1,0,13,
1545,110844,65,1,9,6.0
1546,115333,4,1,8,7.0
1547,13607,48,5,5,4.0
1548,79493,14,6,15,16.0
1549,12300,34,0,17,8.0
1550,122376,27,4,10,24.0
1551,79812,3,4,19,30.0
1552,66012,27,4,13,3.0
1553,69580,6,3,16,30.0
1554,31417,3,0,9,10.0
1555,109247,2,3,10,10.0
1556,64194,5,6,17,6.0
1557,129488,69,2,15,9.0
1558,28999,48,4,8,4.0
1559,18606,26,6,19,1.0
1560,7334,19,6,7,7.0
1561,46866,5,0,17,4.0
1562,35150,32,0,9,28.0
1563,1417,1,6,10,
1564,121757,10,5,10,9.0
1565,24659,76,2,19,3.0
1566,182964,3,1,17,30.0
1567,22068,14,5,10,26.0
1568,10241,62,0,21,1.0
1569,66250,45,3,7,10.0
1570,191729,19,5,7,13.0
1571,102719,32,2,17,16.0
1572,135489,15,1,19,9.0
1573,79672,2,3,15,12.0
1574,60966,13,2,13,8.0
1575,45211,13,6,15,4.0
1576,200156,64,0,10,3.0
1577,143768,48,3,15,4.0
1578,50836,30,4,13,10.0
1579,94042,11,5,15,0.0
1580,132282,38,4,18,6.0
1581,170941,17,0,11,6.0
1582,7658,84,6,12,1.0
1583,83089,6,4,8,4.0
1584,117349,10,5,16,20.0
1585,98303,18,5,12,10.0
1586,31204,14,5,13,10.0
1587,183146,31,3,13,0.0
1588,100863,11,1,15,22.0
1589,159091,6,4,14,3.0
1590,158572,13,1,11,8.0
1591,188528,31,2,17,6.0
1592,143024,32,4,19,2.0
1593,4730,7,6,17,0.0
1594,186051,2,0,10,8.0
1595,34349,2,1,13,3.0
1596,3758,4,0,8,5.0
1597,137611,5,1,8,4.0
1598,113871,5,1,6,5.0
1599,144697,15,6,22,7.0
1600,164724,23,3,14,11.0
1601,32459,8,0,14,30.0
1602,119134,47,4,14,6.0
1603,50921,4,4,17,8.0
1604,123307,5,6,20,7.0
1605,150640,6,4,15,6.0
1606,65240,9,3,14,3.0
1607,78296,79,2,16,1.0
1608,47784,8,3,11,7.0
1609,88107,9,3,8,27.0
1610,94532,15,5,8,11.0
1611,168006,2,3,2,17.0
1612,75209,19,2,9,3.0
1613,109669,18,1,13,4.0
1614,142031,1,3,19,
1615,196836,22,1,15,1.0
1616,125313,11,2,17,30.0
1617,49373,42,0,13,6.0
1618,11529,28,6,19,2.0
1619,137624,3,4,20,15.0
1620,157320,17,5,13,8.0
1621,10592,21,4,15,4.0
1622,70455,14,4,13,15.0
1623,188671,3,2,6,8.0
1624,117127,12,4,19,4.0
1625,110120,26,1,16,3.0
1626,137115,8,0,10,30.0
1627,16429,12,1,11,10.0
1628,163198,10,1,0,30.0
1629,74166,17,4,20,6.0
1630,74449,23,1,13,10.0
1631,166086,2,3,21,30.0
1632,59616,12,0,8,11.0
1633,97459,30,2,13,1.0
1634,107244,11,4,20,28.0
1635,153471,52,5,17,3.0
1636,126755,15,3,11,9.0
1637,179123,15,6,3,30.0
1638,8189,5,5,18,30.0
1639,175635,14,2,13,9.0
1640,82365,15,2,20,3.0
1641,76380,2,6,10,13.0
1642,19963,7,2,11,10.0
1643,201201,10,2,20,13.0
1644,55626,63,2,17,2.0
1645,193398,18,1,6,7.0
1646,142095,18,5,11,7.0
1647,147879,9,2,17,10.0
1648,190592,55,4,11,8.0
1649,44563,13,4,20,5.0
1650,187118,17,2,7,5.0
1651,187431,17,3,19,3.0
1652,133016,9,3,17,5.0
1653,5326,3,2,13,17.0
1654,71492,12,3,10,8.0
1655,33650,37,0,19,6.0
1656,18374,3,2,17,2.0
1657,49017,11,1,14,14.0
1658,182652,29,2,15,1.0
1659,51656,3,3,11,15.0
1660,83860,33,5,7,15.0
1661,56927,2,5,10,8.0
1662,2565,7,5,14,13.0
1663,91147,27,4,15,14.0
1664,178761,24,2,14,14.0
1665,18795,4,4,20,30.0
1666,174277,3,4,16,4.0
1667,15514,4,0,21,30.0
1668,188781,30,1,21,5.0
1669,81372,13,2,10,1.0
1670,123992,4,0,17,30.0
1671,153367,3,0,23,14.0
1672,123292,21,6,10,8.0
1673,153075,59,3,12,12.0
1674,77290,4,1,9,30.0
1675,204726,5,6,14,17.0
1676,117084,13,1,19,8.0
1677,184962,2,4,11,10.0
1678,39449,8,0,22,18.0
1679,169585,3,0,13,1.0
1680,91052,12,3,17,13.0
1681,157226,26,0,19,6.0
1682,145005,7,2,12,30.0
1683,92426,2,1,22,1.0
1684,125988,1,5,21,
1685,203714,5,6,21,13.0
1686,34239,11,3,11,5.0
1687,203687,3,4,17,30.0
1688,164785,5,2,18,2.0
1689,194824,27,0,8,30.0
1690,113090,20,2,17,6.0
1691,71296,18,0,9,20.0
1692,137276,79,2,10,1.0
1693,147770,22,4,8,30.0
1694,20468,8,3,13,16.0
1695,62033,19,1,16,2.0
1696,173524,4,1,16,8.0
1697,81826,6,3,15,30.0
1698,65685,5,1,14,8.0
1699,6126,8,1,10,7.0
1700,153866,8,1,21,11.0
1701,77026,26,2,18,6.0
1702,190184,4,0,19,7.0
1703,142945,16,2,19,14.0
1704,119480,20,6,11,13.0
1705,162572,12,5,20,13.0
1706,41457,23,2,9,9.0
1707,27921,2,2,2,30.0
1708,194166,13,2,7,0.0
1709,147989,1,4,16,
1710,134790,7,3,14,2.0
1711,58935,7,1,16,30.0
1712,6766,1,2,16,
1713,116377,4,0,14,3.0
1714,80813,3,6,14,2.0
1715,17029,17,5,15,13.0
1716,97479,11,4,21,7.0
1717,59403,31,6,14,1.0
1718,198165,42,0,16,4.0
1719,137464,9,3,6,2.0
1720,193372,24,1,11,14.0
1721,178733,52,5,13,3.0
1722,89349,49,1,10,6.0
1723,185565,13,2,10,30.0
1724,85903,15,0,18,7.0
1725,117797,1,3,10,
1726,54902,39,6,13,3.0
1727,8326,4,4,17,10.0
1728,127913,7,6,17,21.0
1729,104373,1,0,13,
1730,86219,35,3,11,4.0
1731,169302,10,6,14,4.0
1732,115329,1,5,14,
1733,91077,7,2,18,1.0
1734,85714,59,2,16,8.0
1735,25388,9,0,18,0.0
1736,203868,4,1,4,5.0
1737,143145,9,6,12,30.0
1738,60363,9,6,13,6.0
1739,121169,2,6,18,30.0
1740,73832,9,4,17,19.0
1741,175546,4,5,15,30.0
1742,64225,30,2,11,8.0
1743,79430,12,1,14,4.0
1744,20509,14,1,14,12.0
1745,35314,31,0,15,9.0
1746,145676,2,1,20,7.0
1747,107937,6,5,12,6.0
1748,181833,2,5,6,30.0
1749,104366,1,1,8,
1750,111555,13,5,12,5.0
1751,124893,20,1,18,7.0
1752,37879,5,6,12,5.0
1753,65159,2,5,2,30.0
1754,46345,24,5,10,8.0
1755,71438,15,2,22,20.0
1756,98678,15,5,6,3.0
1757,196766,2,0,10,30.0
1758,112965,24,4,20,8.0
1759,17967,3,1,19,17.0
1760,90654,81,2,8,5.0
1761,90460,13,1,16,8.0
1762,11323,6,3,17,5.0
1763,136057,7,2,17,15.0
1764,152780,12,3,14,19.0
1765,176570,3,0,13,30.0
1766,16356,3,4,22,10.0
1767,168641,41,6,12,3.0
1768,138640,4,3,19,3.0
1769,40125,7,0,3,30.0
1770,678,18,3,13,12.0
1771,197022,8,0,15,8.0
1772,112733,4,0,13,30.0
1773,179548,93,5,8,7.0
1774,10988,1,0,15,
1775,4974,20,0,9,8.0
1776,153516,82,2,15,3.0
1777,56604,29,5,7,3.0
1778,12407,35,1,8,6.0
1779,192691,5,1,17,11.0
1780,59211,24,0,14,30.0
1781,54977,3,4,9,11.0
1782,40874,5,6,19,30.0
1783,13623,1,1,10,
1784,53551,7,0,10,6.0
1785,167806,11,5,8,8.0
1786,47819,1,1,13,
1787,99819,3,4,18,30.0
1788,95646,58,1,11,9.0
1789,105402,5,5,10,9.0
1790,146644,23,4,13,19.0
1791,87717,18,0,8,4.0
1792,202885,16,0,13,8.0
1793,84929,7,3,10,30.0
1794,192010,2,5,0,9.0
1795,14221,31,1,15,6.0
1796,122449,6,1,14,10.0
1797,109393,47,2,8,4.0
1798,188659,84,5,8,6.0
1799,30165,12,4,13,2.0
1800,21061,18,1,9,14.0
1801,94998,4,6,16,14.0
1802,202754,47,6,19,5.0
1803,101758,12,4,20,10.0
1804,144904,15,1,11,5.0
1805,158441,18,1,16,5.0
1806,49186,59,4,12,0.0
1807,178252,31,3,14,1.0
1808,59974,26,3,7,13.0
1809,130567,13,5,12,21.0
1810,170591,56,0,17,6.0
1811,176869,16,4,7,7.0
1812,74942,5,6,13,1.0
1813,73258,17,6,22,7.0
1814,188008,28,3,9,12.0
1815,143153,7,4,10,6.0
1816,116543,4,1,14,8.0
1817,89470,12,6,6,6.0
1818,86500,4,1,15,2.0
1819,147752,3,3,18,24.0
1820,176776,8,4,11,3.0
1821,68263,6,5,18,5.0
1822,181815,20,3,14,16.0
1823,5591,2,2,15,30.0
1824,140567,25,0,14,15.0
1825,13517,24,1,16,8.0
